id,externalId,name,breed,age,sex,ageCategory,location,county,region,charity,imageUrl,link,scrapedDate,lastSeen,description
"cmfr9go3l008lpkl7u64fzver","7dec9b4b","Shep","Crossbreed","5 years","Male","4 - 6 years","Hull","East Riding of Yorkshire","Yorkshire and the Humber","Oakwood Dog Rescue","https://sites.create-cdn.net/siteimages/29/4/1/294148/20/8/0/20806338/327x327.jpg?1701341985","https://www.oakwooddogrescue.co.uk/shep","2025-09-14T23:00:00.000Z","2025-09-19T19:57:06.176Z","Bio:

Introducing... Shep! 

Shep's Story:

Shep is approximately 5years old and has sadly not known much of life apart from the horrors of living in a public kill shelter in Romania.

He is a very sweet boy and you can see in his eyes just how much he is trying to be brave and wanting to make friends with us all at Oakwood.

He has got so much potential and will hopefully thrive in a home with lots of consistency and 1 on 1 time with his forever family."
"cmfr9gmlw008kpkl7vs9raqhu","65ee7402","Maudie","Crossbreed","5 years","Female","4 - 6 years","Hull","East Riding of Yorkshire","Yorkshire and the Humber","Oakwood Dog Rescue","https://sites.create-cdn.net/siteimages/29/4/1/294148/21/0/1/21018026/1333x2000.jpg?1714049994","https://www.oakwooddogrescue.co.uk/maudie","2025-09-14T23:00:00.000Z","2025-09-19T19:57:04.243Z","Bio:

Introducing... Maudie! 

Maudie's Story:

Maudie came to us after spending a long time living in a public kill shelter in Romania. 

She was a very timid girl that - until arriving at Oakwood - had received next to no positive interactions with humans. 

She now has the confidence to ask the staff, and most of the volunteers, for strokes. She absolutely loves her fusses but she can take a little time to trust strangers enough to allow them to stroke her too.

Maudie is looking for a quiet home, with a patient owner and we believe that she will absolutely thrive in a home environment with lots of 1-1 time which is what she's currently craving."
"cmfr9gkxs008jpkl7l99c4zhi","2949da7e","Ralph","Crossbreed","10 years","Male","Senior","Hull","East Riding of Yorkshire","Yorkshire and the Humber","Oakwood Dog Rescue","https://sites.create-cdn.net/siteimages/29/4/1/294148/21/4/6/21465832/929x697.jpeg?1746514092","https://www.oakwooddogrescue.co.uk/ralph","2025-09-14T23:00:00.000Z","2025-09-19T19:57:02.078Z","Introducing.. Ralph!

Ralph's Story:

Our handsome boy Ralph, where do we start with his story..

Ralph was rescued back in March 2021 from a kill shelter in Romania. He was adopted shortly afterwards but was returned 12 days later. Ralph was a very nervous boy and he needed time to settle in and feel safe, something that he sadly he was not given.

Shortly afterwards, he was offered a place at a different rescue as they believed that he'd be snapped up quickly and this would give us a space to rescue another dog that was facing euthanasia.

Unfortunately, Ralph was overlooked time and time again and spent a very long time at this other rescue. They decided to give him another chance elsewhere and knew he'd thrive in a different environment with lots of new dogs to play with.

Ralph became very attached to the staff and started being a bit naughty with the other dogs, warning them off and not letting them near his human friends. This behaviour started getting worse and so Ralph came back to Oakwood to see if he could reset himself and start enjoying being around dogs again. So far, he has made lots of dog friends that he loves spending his days with but we don't interact with him whilst he is with them just to prevent any previous issues from arising.

Ralph will be staying with us for the foreseeable future and we will actively be looking for the best retirement home for him.

Ralph has never had his own home and family before which is just heart breaking so we need to make sure we find the perfect forever home for him. Could this be you?

Bio:"
"cmfr9gjf2008ipkl7r0e2x6jr","245fcc5a","Bobbie","Crossbreed","9 years","Male","7 - 9 years","Hull","East Riding of Yorkshire","Yorkshire and the Humber","Oakwood Dog Rescue","https://sites.create-cdn.net/siteimages/29/4/1/294148/21/0/1/21017972/1333x2000.jpg?1714048907","https://www.oakwooddogrescue.co.uk/bobbie","2025-09-14T23:00:00.000Z","2025-09-19T19:57:00.109Z","Bio:

Hey guys, Bobbie here!

I originally arrived at Oakwood back in Janurary 2021. When I first arrived I was very scared due to how mistreated I was in Romania. It took me a while to begin to trust people again but I managed to find a home in March 2021. 

In the home I was very loved and the last 14 months I was there I made lots of progress in so many ways. Sadly, I have now come back to Oakwood due to compatibility issues with my family. I am an incredibly loyal boy and tend to bond strongly with one person. For this reason I would prefer a 1 person household that I can give all my love and attention to. The humans said they understand what a huge ask this is though so they will also be happy to look at a 2 person household too, it just may take me a little longer for me to feel safe with meeting 2 new people at the same time. Unfortunately I can really struggle with new people and introductions need to be very slow so that I feel safe - but I promise that I will be the bravest boy and do my absolute best as I really do want nothing more than to meet my forever family.

Once I trust you, I guarentee that you will have a best friend for life.  My ideal home would have minimal visitors.

I'm a lazy boy who enjoys snoozing in my comfy beds, don't let that fool you though because I am super clever really! I enjoy enrichment and love my snuffle & lick mats. I also really enjoy obedience and trick training and it seems to entertain the humans when I show off all the cool tricks I know. I also love a blast on our big field, especially with my girlfriend Alex <3"
"cmfr9ghxk008hpkl7o8aolqrs","5f4443cb","Trigger >>","Crossbreed","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5147-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/trigger-3/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:58.183Z",""
"cmfr9ggfo008gpkl7fi525sbr","473746e3","Skye >>","Skye Terrier","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/07/IMG_4541-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/skye-5/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:56.243Z",""
"cmfr9gery008fpkl7dpmcfiwy","28e10619","Sadie >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/07/IMG_4591-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/sadie-4/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:54.092Z",""
"cmfr9gd1q008epkl7r3deit7n","5b170de0","Ronnie >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2024/09/IMG_3022-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/ronnie-2/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:51.852Z",""
"cmfr9gbib008dpkl79nxyee6e","385346b2","Rolo >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5297-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/rolo-6/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:49.857Z",""
"cmfr9g9d9008cpkl7snfcyld6","78c52a5b","Rodney >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/05/IMG_0736-2-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/rodney-2/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:47.084Z",""
"cmfr9g82c008bpkl7fte85w6e","351081ed","Rocco >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/05/IMG_1631-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/rocco-4/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:45.395Z",""
"cmfr9g6k3008apkl7qefgrh76","5a747de0","Muriel >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5814-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/muriel/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:43.442Z",""
"cmfr9g4y00089pkl7krnyf0z1","57d2e969","Monty >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5548-3-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/monty-4/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:41.351Z",""
"cmfr9g3sj0088pkl7yn6dc7vd","63e05452","Michael >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/01/IMG_6546-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/michael/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:39.857Z",""
"cmfr9g2ag0087pkl7cm3373pi","7936dd10","Margot >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/07/IMG_4317-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/margot/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:37.911Z",""
"cmfr9g0va0086pkl7cojm9ds4","73993b9","Lady >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5851-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/lady-3/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:36.068Z",""
"cmfr9fzd80085pkl7lqevfv3f","31c7a59f","Joey >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/06/IMG_3420-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/joey/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:34.122Z",""
"cmfr9fxke0084pkl7rabzbijs","2610337d","Jessie >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/07/IMG_5023-2-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/jessie-2/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:31.789Z",""
"cmfr9fvb10083pkl7vq3a1ddr","444e0824","Jake >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5834-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/jake-5/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:28.859Z",""
"cmfr9ftiq0082pkl7e9vjuf2s","51cecdf3","Ian >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5645-2-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/ian/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:26.545Z",""
"cmfr9fryp0081pkl7t0fz1q8u","34997d0f","Deano >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2024/02/IMG_2457-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/deano/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:24.528Z",""
"cmfr9fqa20080pkl7y1snyk0i","14f2a7b4","Cali >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2024/02/IMG_2588-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/cali/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:22.345Z",""
"cmfr9fouy007zpkl7wz88zfis","43e00f54","Billy >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/08/IMG_5783-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/billy-6/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:20.504Z",""
"cmfr9fna1007ypkl7imhglu4g","2339479e","Bear >>","Unknown","Unknown","Unknown","Unknown","Ashbourne","Derbyshire","East Midlands","Ashbourne Animal Welfare","https://ashbourneanimalwelfare.org/wp-content/uploads/2025/06/IMG_3477-scaled.jpg","https://ashbourneanimalwelfare.org/dogs/bear-6/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:18.455Z",""
"cmfr9flrz007xpkl7dtr00vuy","466e0b5b","Rae","German Shepherd","5 years","Unknown","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/06/4357ac423594162996b2347a8457f15e-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/rae/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:16.509Z","Description

German Shepherd 5 years old

Stunning, friendly, playful girl who needs a dedicated, experienced adopter who can make it all about her and what she needs

An amazing nature with people, knows loads of commands, and will make the best faithful companion in a one on one home where she can be the Queen of her castle

She has had way too much change in her life,  and deserves her Happy Ever After,  where she can find stability for life

Viewings weds 10-12 open morning just turn up between those times or Sundays by private viewing Sundays -07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9fk1e007wpkl7p3ga8u7z","799b8bc7","Phoebe","Cocker Spaniel","5 years","Unknown","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/08/IMG_4494-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/phoebe/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:14.256Z","Description

Cocker Spaniel 5 years old

A super sweet gentle little lady that needs the kindest home

Someone local to the rescue who is looking for a quiet sweet companion

Will be spayed by the rescue before leaving us

Good with other dogs/ people she is an absolute treasure

Needs a quiet home where her confidence can blossom

Very pretty

Viewings weds 10-12 just turn up between those times or Sundays by prior arrangement 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9fijb007vpkl7oeqnd3ae","1e711b53","Nelly","Labrador","7 years","Unknown","7 - 9 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/08/IMG_4939-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/nelly/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:12.309Z","Description

Labrador 7 years

A very sweet, soulful girl who deserves a loving home where she can enjoy home comforts going into her twilight years

Will make a lovely companion for one lucky adopter with a love for the breed

Will be very loyal

Affectionate and comical

A real treasure

Needs basic training

Very worthwhile"
"cmfr9fh5d007upkl71qv9bqi0","74fe207a","Margo","French Bulldog","3 years","Unknown","1 - 3 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/09/e377f50b0b8cdeafba7cbc1c05767b64-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/margo/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:10.512Z","Description

French Bulldog

3 years old

Very sweet timid girl who needs a very kind gentle adopter to help build her confidence and show her how good life can be

From a neglectful past she deserves the best we can give her

A very worthwhile girl

Viewings weds 10-12 just turn up between those times or Sundays by private appointment 07394367133 or 01455 845701 no calls after 6pm please"
"cmfr9ffti007tpkl7xt1fu6h8","6b8bc2fb","Lupin & Hughie","Crossbreed","2-3 years","Unknown","1 - 3 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2024/08/IMG_0937-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/lupin-hughie/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:08.789Z","Description

Chihuahua cross Chinese crested & Chihuahua

2-3 years old

This bonded pair of little dogs have been through so much together and have formed a great friendship here at the rescue
They both have ‘issues’ like being frightened of people…

They must have a very understanding home, a quiet lifestyle, someone with compassion, time and patience

Please don’t apply if you are looking for a ready made sociable dog, as they need a home where it’s all about what you can do for them

They are both wonderful little characters but will bond with one person to the detriment of all others..

Ideally a single lady who doesn’t have a busy social life,  and just wants to give something back for the love and devotion of these two little characters.

Very worthwhile

Both from sad pasts"
"cmfr9fecm007spkl7uwtjnk63","463f8f84","Luke","Crossbreed","2 years","Unknown","1 - 3 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/08/c234a7de6121142200f0526a99cf32ea-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/luke/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:06.884Z","Description

Pointer cross 2 years old

Luke has been returned to the rescue after 8 months in his first home, after becoming over protective of his family.
There may have been subtle signs of this happening, that were missed,  and allowed him to continue making his own mind up which led to this.  He is a such a young friendly boy, we are hopeful an experienced adopter will see his potential, and offer him a good life with no children,  or a too busy household with lots of comings and going’s,  as he will be better with adopters that have time and commitment and can show leadership and kindness.

He will relish a steady approach to training and knowing what’s expected of him and he will make a faithful companion

Support from the rescue,  including offer of behaviourist trainer to recognise any signs to work on will be provided

Very worthwhile

Viewings by private appointment only

07394367133"
"cmfr9fd35007rpkl7to9acgtz","53e11ce2","Kizzy","German Shepherd","8 years","Unknown","7 - 9 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/08/IMG_3919-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/kizzy/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:05.246Z","Description

German Shepherd 8 years old

A gem of a dog looking for her forever home where she can spend her twilight years in comfort

A beautiful soul with lots of love to give

A must for a local breed lover wanting a devoted friend

Very worthwhile

Vieeings weds 10-12 just turn up between these times or Sundays by prior arrangement 07394367133 or 01455 845701 no calls after 6pm please"
"cmfr9fak3007qpkl73tfstklr","7f2b2266","Jester & Minstrel","Lurcher","10 years","Unknown","Senior","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/07/5a212e93-9c20-4bcd-9696-037d944c786f-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/jester-minstrel/","2025-09-14T23:00:00.000Z","2025-09-19T19:56:01.969Z","Description

Lurchers 10 and 12 years old

Bonded pair looking for a local foster home together where they can have home comforts

Recently returned to the rescue through no fault of their own

They deserve to spend their twilight years in comfort with love and care

Full support will be given by the rescue

Need to be only pets

Very worthwhile, they don’t deserve to stay in kennels and are quiet natured old gents

Jester is more confident than Minstrel and is the wind beneath his wings

Local homes only

We open on weds between 10-12 just turn up or Sundays private viewings 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9f8wb007ppkl7pgxaxbjl","5178a5c7","Jaxon","Cocker Spaniel","6 years","Unknown","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/08/IMG_3914-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/jarxon/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:59.818Z","Description

Cockers Spaniel 6 years old (working strain)

A lovely boy, dizzy and high energy he would suit an active home where he can be included in everyday activities

Likes other dogs

He will be neutered and vaccinated by the rescue

A really nice boy with lots of potential in the right home

Viewings weds 10-12 just turn up between those times or Sundays by prior appointment 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9f75r007opkl7qh2rfaxj","6b829bcb","Higgins","Chihuahua","Unknown","Unknown","Unknown","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/03/IMG_8815-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/higgins/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:57.565Z","Description

Chihuahua (middle aged)

Very scared of people

He will need a quiet, patient adopter willing to let him settle

Another dog would be a bonus to help him settle

He is a lovely worthwhile chap deserving of a loving home

weds 10-12 just turn up between those times

Sunday by private appointment  07394367133  or 01455 845701 no calls after 6pm"
"cmfr9f5nm007npkl78yx40zte","4e269809","Freddie","Chihuahua","Unknown","Unknown","Unknown","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/03/IMG_8808-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/freddie/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:55.617Z","Description

Chihuahua (middle aged)

Sweet but frightened of people he will need time and

 

Needs to find his courage after a neglectful past

 

No young children

Very worthwhile"
"cmfr9f407007mpkl7brutxvj1","4d53272d","Finch","Labrador","3 years","Female","1 - 3 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/09/848af3d2-4a5a-405d-bd0e-b0df671f3567-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/finch/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:53.477Z","Description

Labrador (black) 3 years old

A very sweet girl who needs a kind gentle approach to training.

She will make a devoted friend for one lucky adopter

Finch will be spayed and vaccinated before leaving the rescue

Very worthwhile with bags of potential

Viewings weds 10-12 just turn up between those times or Sundays by private appointment 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9f1z9007lpkl7o9o6zc1f","5f406a4d","Ernie","Chihuahua","2 years","Male","1 - 3 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/03/IMG_8576-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/ernie/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:50.852Z","Description

Chihuahua approx 2-3 years old

One of 19 Chihuahuas we recently took in

He is very broken spirited and frightened of people,  but has bags of potential for a quiet, kind home with a true dog lover wanting to give something back

Will need to have another dog to learn from, likes Millie

Must be local and no young children

Very worthwhile"
"cmfr9f0fg007kpkl76dcw9hpa","66a200c4","Elliott","Chihuahua","Unknown","Unknown","Unknown","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/03/IMG_8818-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/elliott/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:48.842Z","Description

Chihuahua (middle aged)

A cheeky character who will need someone with a sense of humour

He has had a rotten past and truly deserves his happy ever after

A confident adopter who can give him lots of time and leadership a must

Very worthwhile

weds 10-12 between those hours just turn up or Sundays by private viewing 07394367133 or 01455 845701 no calls after 6pm please"
"cmfr9eyvi007jpkl7jwepafmo","98d6d40","Dot & Doris","Crossbreed","6 years","Female","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/02/IMG_7547-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/dot-doris/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:46.829Z","Description

Yorkies approx 6-7 years old

We have decided to try and find these lovely sweet girls a home together as they have been through so much and Doris really relies on Dot for her courage

Both are small- Dot weighs 2.5kg and Doris is under 4kg so someone used to tiny breeds a plus point

Both are now spayed and vaccinated and are looking for a loving, local home where they can experience a home life for the first time in their lives

They must have an adopter who is at home most of the time to help them bond and get used to being handled

Doris is particularly skittish and afraid of people and will need a steady approach to training and time patience and routine to get her used to being handled, she is so desperate to be loved but lacks the confidence to relax until she has built up a lot of trust

A safe secure home and garden a must due to their nervousness, and an adopter with a quiet lifestyle willing to put in the commitment required to be their saviour and show them how good life can be

No small children

Very worthwhile

Weds 10-12 no appointment needed just turn up

Sundays -private viewing – 073943)7133 or 01455 84571 no calls after 6pm please"
"cmfr9exlu007ipkl7b6d5zbtp","56a6b05","Bunty","Crossbreed","9 months","Unknown","Puppy","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/09/17faab2f-86fb-43a2-a8f0-64d9fcd2ad5e-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/bunty/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:45.184Z","Description

Crossbreed 9 months old

Very sweet girl

Very sensitive and will need her confidence building in a quiet home where she can become part of the family

She likes other gentle dogs and has had a sad start after being rescued in Cyprus

She truly deserves her happy ever after and a secure home to call her own

Very worthwhile

Viewings weds 10-12 no appointment necessary just turn up or Sundays by prior arrangement 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr9ew99007hpkl7w7tyg8ai","6a2d1f65","Buddy","Crossbreed","7 months","Unknown","Puppy","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/09/IMG_5557-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/buddy/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:43.435Z","Description

Sprocker 7 months old

A very sweet lively lovable pup looking for an active fun loving family who have time and commitment

He would benefit from another dog to play with or an adopter willing to devote lots of time to his needs

This breed is high energy and not for the faint hearted so please consider this puppy’s needs before showing an interest

Viewings weds 10-12 just turn up between those times

Sundays by private viewings 07394367133 or 01455 845701 no calls after 6pm please"
"cmfr9euoe007gpkl7spqalno3","2554ece1","Bea","French Bulldog","4 years","Female","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/07/IMG_3145-300x300.png","https://www.eastmidlandsdogrescue.org/product/bea/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:41.388Z","Description

French Bulldog

4 years old

Bea has been under the care of one of our senior vets due to issues with a very sensitive tummy

Now receiving the right diet and supplements, Bea has blossomed and her tummy issues have resolved

Her adopter must be willing to carry on with the regime which is extremely easy going forward

Bea does NOT like other dogs and will need to be an only dog

She’s very sweet with people and will make a lovely companion for someone who likes to be left alone on walks and just enjoys the company of their dog

Bea is now spayed and vaccinated and her health is flourishing

Support will be offered by the rescue for life

A great little character but must have someone with knowledge of brachycephalic breeds for her safety and well being

Viewings weds 10-12 just turn up between those times or private viewings Sundays 07394367133 or 01455 845701 no calls after 6 pm please"
"cmfr8j1jd001dpk6u232gxl6l","13434a5c","Angel & Tilly","Crossbreed","5 years","Female","4 - 6 years","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/01/IMG_6781-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/angel-tilly/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:39.616Z","Description

Daschsunds 5 & 8 years

Angel is 5 years old and mini red long coa

Tilly is 8 years old mini smooth Black and Tan

Two beautiful bonded girls that have lived together all their lives

We are looking for a kind, local breed experienced home

Tilly has had an episode of IVDD in the past before coming to us but the rescue will support any potential adopter for the rest of her life

Both have great personalities and are affectionate and comical

They will relish home comforts in a suitable environment

A very worthwhile pair of girls"
"cmfr9erwv007epkl70i2ehrcp","4bce9e81","Amber","Golden Retriever","6 months","Unknown","Puppy","London","Greater London","London","East Midlands Dog Rescue","https://www.eastmidlandsdogrescue.org/wp-content/uploads/2025/09/IMG_5445-300x300.jpeg","https://www.eastmidlandsdogrescue.org/product/amber/","2025-09-14T23:00:00.000Z","2025-09-19T19:55:37.805Z","Description

Golden Retriever 6 months old

A very sweet,  sensitive puppy who will make a truly fantastic addition to one lucky adopters family

She needs a very kind gentle approach to training,  and an adopter with lots of time and patience to help build her confidence and see her blossom

A true gem

Very worthwhile

Viewings weds 10-12 just turn up or by prior arrangement on Sundays 07394367133 or 01455 845701 no calls after 6 pm"
